id,root,affix,confidence,info,pos,tense,person,cases,singular,plural,question,negative,lexical_affixes,syntactical_affixes
369,ruchka/kitob,(i)mchalik,1,"ruchka{mchalik}, kitob{imchalik} Qoida: {chalik} bu yerda yaxlit qushimcha",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,o'tir/kuyla,Ydigan,1,"o'tir{adigan}, kuyla{ydigan} Qoida: undosh bilan tugasa (a), unli bilan tugasa (y) holida qo'shimcha yasaladi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,o'tir/kuyla,Ydi,1,"o'tir{adi}, kuyla{ydi} Qoida: undosh bilan tugasa (a), unli bilan tugasa (y) holida qo'shimcha yasaladi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,o'tir/kuyla,Ydilar,1,"o'tir{adilar}, kuyla{ydilar}",NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
374,yugur/kuyla,Ydimi,1,"yugur{adimi}, kuyla{ydimi}",NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
375,yugur/kuyla,madi,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
376,yugur/kuyla,madilar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
377,yugur/kuyla,magandi,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
378,yugur/kuyla,magandilar,1,,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL
379,yugur/kuyla,maganmidi,1,,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL
380,yugur/kuyla,maganmidilar,1,,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL
381,yugur/kuyla,maganing,1,yugur{maganing},NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,1,NULL,NULL
382,yugur/kuyla,maganingdan,1,yugur{maganingdan},NULL,NULL,NULL,Chiqish,NULL,NULL,NULL,1,NULL,NULL
383,yugur/kuyla,maganingda,1,yugur{maganingda},NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,1,NULL,NULL
384,yugur/kuyla,maganingni,1,yugur{maganingni},NULL,NULL,NULL,Qaratqich,NULL,NULL,NULL,1,NULL,NULL
388,uch/olti,(i)nchi,1,"Sonlar uchun: uch{inchi}, olti{nchi} Qoida: undosh bilan tugasa {inchi} qushimchasi qushiladi, unli bilan tugasa {nchi} qushimchasi qo'shiladi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,uch/olti,ta,1,"Sonlar uchun: uch{ta}, olti{ta} ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,uch/olti,tacha,1,"Sonlar uchun: uch{tacha}, olti{tacha} ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,o'n/yuz/ming,larcha,1,"Sonlar uchun: o'n{larcha}, yuz{larcha}",NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
392,uch/besh,ala,1,"Sonlar uchun: uch{ala}, besh{ala}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,ikki/o'n,lab,1,"Sonlar uchun: ikki{lab}, o'n{lab}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,uch/besh,ov,1,"Sonlar uchun: uch{ov}, besh{ov}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
395,uch/besh,ovi,1,"Sonlar uchun: uch{ovi}, besh{ovi}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
396,uch/besh,ovlab,1,"Sonlar uchun: uch{ovlab}, besh{ovlab}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,uch/besh,ovlash,1,"Sonlar uchun: uch{ovlash}, besh{ovlash}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,uch/besh,ovlashib,1,"Sonlar uchun: uch{ovlashib}, besh{ovlashib}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,uch/besh,ovlon,1,"Sonlar uchun: uch{ovlon}, besh{ovlon}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,o'qituvchi,mikan,1,OT ,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
402,man/san/siz/biz/,day,1,OT ,NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
404,u/bu/shu,nday,1,"OT Qoida: faqatgina [u,bu,shu] suzlaridan keyin keladi u{nday},bu{nday},shu{nday}",NULL,NULL,NULL,Orin-payt,NULL,NULL,NULL,NULL,NULL,NULL
405,o'qituvchi,mish,1,OT. gumon manosida,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
406,ayt/ek/chiq,Ganmish,1,"G:{g,k,q} FEL. Gumon manosida",,Otgan,,,,,1,,,
414,ishchi,larimniki,1,,NULL,NULL,NULL,Tushum,NULL,NULL,NULL,NULL,NULL,NULL
415,ishla,t,1,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,ishla,tdi,1,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,ishla,tdimi,1,FEL nisbat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,ishla,tmoqchi,1,FEL nisbat,Fel,Kelasi,3,,1,,,,,
419,ko'r,sat,1,"FEL, {sat} fel nisbati, Qoida: faqatgina ko'rmoq feliga qo'shiladi. ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,kitob/ko'cha,larimizgina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,kitob,larimizdangina,1,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
